id,title,release_date,moby_score,moby_url,platforms,genres,developers,publishers
120555,Resident Evil 2,2019-01-25,8.91,https://www.mobygames.com/game/120555/resident-evil-2/,"Windows, PlayStation 4, Xbox One, PlayStation 5","Action, Shooter, Puzzle elements, Horror, Survival horror, Behind view, Direct control, Contemporary, North America, Regional differences","Capcom Co., Ltd.","Capcom Co., Ltd."
60922,The Last of Us,2013-06-14,8.86,https://www.mobygames.com/game/60922/the-last-of-us/,"PlayStation 3, PlayStation Now","Action, Shooter, Post-apocalyptic, Stealth, Survival horror, Behind view, Direct control, Quick Time Events (QTEs), Regional differences","Naughty Dog, Inc.","Sony Computer Entertainment America LLC, Sony Computer Entertainment Inc., Sony Computer Entertainment Europe Ltd."
67674,The Last of Us: Remastered,2014-07-29,8.83,https://www.mobygames.com/game/67674/the-last-of-us-remastered/,PlayStation 4,"Action, Shooter, Post-apocalyptic, Compilation, Stealth, Survival horror, Behind view, Direct control, Quick Time Events (QTEs), Regional differences","Naughty Dog, Inc.","Sony Computer Entertainment America LLC, SCE Worldwide Studios, Sony Computer Entertainment Europe Ltd., Sony Computer Entertainment Inc."
62275,Grand Theft Auto V,2013-09-17,8.82,https://www.mobygames.com/game/62275/grand-theft-auto-v/,"Windows, Xbox 360, PlayStation 3, PlayStation 4, Xbox One, PlayStation 5, Xbox Series, Xbox Cloud Gaming","Action, Racing / Driving, 1st-person, Shooter, Crime, Behind view, Sandbox / open world, Direct control, Contemporary, Regional differences",Rockstar North Ltd.,"Rockstar Games, Inc."
45664,God of War III,2010-03-16,8.79,https://www.mobygames.com/game/45664/god-of-war-iii/,"PlayStation 3, PlayStation 4, PlayStation Now","Action, Puzzle elements, Hack and slash, Fantasy, Adult, Behind view, Classical antiquity, Quick Time Events (QTEs), Regional differences",SCE Studio Santa Monica,"Sony Computer Entertainment America Inc., Sony Computer Entertainment America LLC, Sony Interactive Entertainment Inc., Sony Computer Entertainment Europe Ltd."
190774,The Last of Us: Part I,2022-09-02,8.75,https://www.mobygames.com/game/190774/the-last-of-us-part-i/,"Windows, PlayStation 5","Action, Post-apocalyptic, Fantasy, Horror, Stealth, Thriller, Behind view, RPG elements, Direct control, North America, Quick Time Events (QTEs), Regional differences","Naughty Dog, Inc.","Sony Interactive Entertainment Europe Ltd., Playstation PC LLC, Sony Interactive Entertainment America LLC"
17344,God of War,2005-03-22,8.73,https://www.mobygames.com/game/17344/god-of-war/,"PlayStation 2, PlayStation 3","Action, Puzzle elements, Hack and slash, Fantasy, 3rd-person (Other), Cinematic camera, Direct control, Classical antiquity, Quick Time Events (QTEs), Regional differences",SCE Studio Santa Monica,"Capcom Co., Ltd., Sony Computer Entertainment Europe Ltd., Sony Computer Entertainment Inc., Sony Computer Entertainment America Inc."
146798,The Last of Us: Part II,2020-06-18,8.73,https://www.mobygames.com/game/146798/the-last-of-us-part-ii/,"PlayStation 4, PlayStation Now","Action, Post-apocalyptic, Fantasy, Horror, Stealth, Thriller, Behind view, RPG elements, Direct control, North America, Quick Time Events (QTEs), Regional differences","Naughty Dog, Inc.","SCE Worldwide Studios, Sony Interactive Entertainment Inc., Sony Interactive Entertainment Europe Ltd., Sony Interactive Entertainment America LLC"
15735,Metal Gear Solid 3: Snake Eater,2004-11-17,8.71,https://www.mobygames.com/game/15735/metal-gear-solid-3-snake-eater/,PlayStation 2,"Action, 1st-person, Shooter, Spy / espionage, Stealth, Diagonal-down, Direct control, Cold War, Regional differences","Konami Computer Entertainment Japan, Inc.","Konami Corporation, Konami Digital Entertainment, Inc., Konami of Europe GmbH, ak tronic Software & Services GmbH, Konami Digital Entertainment GmbH"
7300,Super Mario Bros. 3,1988-10-23,8.71,https://www.mobygames.com/game/7300/super-mario-bros-3/,"NES, Wii, Nintendo 3DS, Wii U, Arcade, Nintendo Switch","Action, Side view, Platform, 2D scrolling, Direct control, Regional differences","Nintendo Co., Ltd., Nintendo EAD, Nintendo R&D2","Nintendo Co., Ltd."
155,Half-Life,1998-11-19,8.7,https://www.mobygames.com/game/155/half-life/,"Linux, Windows, Macintosh","Action, 1st-person, Sci-fi / futuristic, Shooter, Direct control, North America, Regional differences",Valve L.L.C.,"Sierra Entertainment, Inc., Valve Corporation, Sierra On-Line, Inc."
51611,The Witcher 2: Assassins of Kings,2011-05-17,8.69,https://www.mobygames.com/game/51611/the-witcher-2-assassins-of-kings/,Windows,"Role-playing (RPG), Fantasy, Licensed, Adult, Behind view, Action RPG, Direct control, Quick Time Events (QTEs), Regional differences",CD Projekt RED Sp. z o.o.,"CD Projekt Sp. z o.o., Atari, Inc., Namco Bandai Partners S.A.S."
16619,Ninja Gaiden,2004-02-28,8.69,https://www.mobygames.com/game/16619/ninja-gaiden/,Xbox,"Action, 1st-person, Martial arts, Hack and slash, 3rd-person (Other), Diagonal-down, Cinematic camera, Direct control, Medieval, Japan (Ancient/Classical/Medieval), Regional differences",Team Ninja,"Tecmo, Inc., Microsoft Corporation, Tecmo, Ltd."
29886,BioShock,2007-08-21,8.69,https://www.mobygames.com/game/29886/bioshock/,"Windows, Xbox 360, Macintosh, PlayStation 3, iPhone, iPad, OnLive","Action, 1st-person, Sci-fi / futuristic, Shooter, RPG elements, Direct control, Steampunk, Regional differences","2K Australia Pty. Ltd, 2K Boston, Inc","Spike Co., Ltd., ak tronic Software & Services GmbH, ZOO Corporation, Mastertronic Games Ltd., Feral Interactive Ltd., 2K Games, Inc., 1C Company"
15564,Half-Life 2,2004-11-16,8.66,https://www.mobygames.com/game/15564/half-life-2/,"Linux, Windows, Xbox, Macintosh, Android","Action, 1st-person, Sci-fi / futuristic, Shooter, Puzzle elements, Post-apocalyptic, Direct control, Regional differences",Valve Corporation,"Sierra Entertainment, Inc., Valve Corporation, Nvidia Tegra Partners, Electronic Arts, Inc."
2465,Baldur's Gate II: Shadows of Amn,2000-09-24,8.66,https://www.mobygames.com/game/2465/baldurs-gate-ii-shadows-of-amn/,"Windows, Macintosh","Real-time, Isometric, Role-playing (RPG), Fantasy, Licensed, Point and select, Multiple units/characters control, Regional differences",BioWare Corporation,"MacPlay, ak tronic Software & Services GmbH, Interplay Entertainment Corp., Acer Third Wave Software (Beijing) Co., Ltd, SEGA Corporation, Akella"
50244,Dead Space 2,2011-01-25,8.64,https://www.mobygames.com/game/50244/dead-space-2/,"Windows, Xbox 360, PlayStation 3","Action, Sci-fi / futuristic, Shooter, Horror, Survival horror, Behind view, Direct control, Regional differences",Visceral Games (Redwood Shores),"ak tronic Software & Services GmbH, Electronic Arts, Inc."
31074,Call of Duty 4: Modern Warfare,2007-11-05,8.62,https://www.mobygames.com/game/31074/call-of-duty-4-modern-warfare/,"Windows, Xbox 360, Macintosh, PlayStation 3, Wii","Action, 1st-person, Shooter, War, Direct control, Contemporary, Europe, Middle East, Regional differences","Infinity Ward, Inc.","ak tronic Software & Services GmbH, Noviy Disk, Activision Publishing, Inc., Aspyr Media, Inc."
33867,Grand Theft Auto IV,2008-04-29,8.62,https://www.mobygames.com/game/33867/grand-theft-auto-iv/,"Windows, Xbox 360, PlayStation 3","Action, Racing / Driving, Shooter, Crime, Behind view, Sandbox / open world, Direct control, Automobile, Street racing, Contemporary, North America, Regional differences",Rockstar North Ltd.,"ak tronic Software & Services GmbH, Capcom Co., Ltd., Rockstar Games, Inc., CyberFront Corporation, 1C Company"
6591,Super Mario World,1990-11-21,8.62,https://www.mobygames.com/game/6591/super-mario-world/,"SNES, Wii, Wii U, Arcade, New Nintendo 3DS, Nintendo Switch","Action, Side view, Platform, 2D scrolling, Direct control, Regional differences","Nintendo Co., Ltd.","Nintendo Co., Ltd."
44546,Pokémon SoulSilver Version,2009-09-12,8.6,https://www.mobygames.com/game/44546/pokemon-soulsilver-version/,Nintendo DS,"Role-playing (RPG), Fantasy, Turn-based, Diagonal-down, Japanese-style RPG (JRPG), Regional differences","Creatures, Inc., Game Freak, Inc.","Pokémon Company, The, Nintendo of America Inc., Nintendo of Europe GmbH, Nintendo Co., Ltd."
5211,Metal Gear Solid 2: Sons of Liberty,2001-11-12,8.58,https://www.mobygames.com/game/5211/metal-gear-solid-2-sons-of-liberty/,PlayStation 2,"Action, 1st-person, Shooter, Spy / espionage, Stealth, Behind view, Direct control, Regional differences","Konami Computer Entertainment Japan, Inc.","Konami Corporation, Konami of Europe GmbH, Konami of America, Inc., Konami Digital Entertainment GmbH"
30617,Half-Life 2: Episode Two,2007-10-10,8.56,https://www.mobygames.com/game/30617/half-life-2-episode-two/,"Linux, Windows, Macintosh, Android","Action, 1st-person, Sci-fi / futuristic, Shooter, Puzzle elements, Post-apocalyptic, Direct control, Regional differences",Valve Corporation,"Valve Corporation, Buka Entertainment, NVIDIA Lightspeed Studios"
3739,Castlevania: Symphony of the Night,1997-03-20,8.55,https://www.mobygames.com/game/3739/castlevania-symphony-of-the-night/,"PlayStation, SEGA Saturn, PSP, Xbox 360, PlayStation 3, PS Vita, iPhone, iPad, Android","Action, Side view, Platform, Metroidvania, Fantasy, Horror, 2D scrolling, RPG elements, Europe, Regional differences","Konami Computer Entertainment Tokyo, Inc.","Sony Computer Entertainment America Inc., Konami Digital Entertainment, Inc., Konami Co., Ltd., Konami Deutschland GmbH, Konami Corporation, Konami Digital Entertainment Co., Ltd., Konami of America, Inc., Konami Digital Entertainment GmbH"
955,Resident Evil 2,1998-01-21,8.53,https://www.mobygames.com/game/955/resident-evil-2/,"PlayStation, PSP, PS Vita, PlayStation 3","Action, Shooter, Puzzle elements, Horror, Survival horror, 3rd-person (Other), Cinematic camera, Direct control, Contemporary, North America, Regional differences","Capcom Co., Ltd.","Capcom Co., Ltd."
5158,Ico,2001-09-24,8.53,https://www.mobygames.com/game/5158/ico/,"PlayStation 2, PlayStation 3","Action, Platform, Puzzle elements, Fantasy, 3rd-person (Other), Cinematic camera, Direct control, Regional differences",Team Ico,"Sony Computer Entertainment America Inc., Sony Computer Entertainment Korea Inc., Beijing Kinghope Software Technology Co., Ltd., Sony Computer Entertainment Europe Ltd., Sony Computer Entertainment Inc."
52641,Deus Ex: Human Revolution,2011-08-23,8.52,https://www.mobygames.com/game/52641/deus-ex-human-revolution/,"Windows, Xbox 360, PlayStation 3, Xbox One, OnLive, PlayStation Now","1st-person, Shooter, Role-playing (RPG), Cyberpunk / dark sci-fi, Spy / espionage, Stealth, Thriller, 3rd-person (Other), Action RPG, Asia, North America, Regional differences",Eidos Montréal,"Mastertronic Games Ltd., Square Enix, Inc., Square Enix Limited, ak tronic Software & Services GmbH, Cenega Poland Sp. z o.o., Square Enix Co., Ltd."
21735,The Elder Scrolls IV: Oblivion,2006-03-20,8.52,https://www.mobygames.com/game/21735/the-elder-scrolls-iv-oblivion/,"Windows, Xbox 360, PlayStation 3, Xbox One, Xbox Cloud Gaming","1st-person, Role-playing (RPG), Fantasy, Behind view, Sandbox / open world, Action RPG, Direct control, Regional differences",Bethesda Game Studios,"Bethesda Softworks LLC, Ubisoft Entertainment SA, Spike Co., Ltd., 1C Company, 2K Games, Inc., ak tronic Software & Services GmbH, Cenega Poland Sp. z o.o."
44513,Pokémon HeartGold Version,2009-09-12,8.52,https://www.mobygames.com/game/44513/pokemon-heartgold-version/,Nintendo DS,"Role-playing (RPG), Fantasy, Turn-based, Diagonal-down, Japanese-style RPG (JRPG), Regional differences","Game Freak, Inc., Creatures, Inc.","Nintendo Co., Ltd., Nintendo of America Inc., Pokémon Company, The"
6676,EarthBound,1994-08-27,8.52,https://www.mobygames.com/game/6676/earthbound/,"SNES, Wii U, New Nintendo 3DS, Nintendo Switch","Sci-fi / futuristic, Isometric, Role-playing (RPG), Anime / Manga, Fantasy, Turn-based, Comedy, Diagonal-down, 2D scrolling, Japanese-style RPG (JRPG), Regional differences","HAL Laboratory, Inc., Ape","Nintendo Co., Ltd."
4357,Crash Bandicoot: Warped,1998-11-04,8.51,https://www.mobygames.com/game/4357/crash-bandicoot-warped/,"PlayStation, PSP, PlayStation 3, PS Vita","Action, Platform, Fantasy, 3rd-person (Other), Direct control, Regional differences","Naughty Dog, Inc.","Sony Computer Entertainment America Inc., ak tronic Software & Services GmbH, Sony Computer Entertainment Europe Ltd., Sony Computer Entertainment Inc."
6608,The Legend of Zelda: A Link to the Past,1991-11-21,8.49,https://www.mobygames.com/game/6608/the-legend-of-zelda-a-link-to-the-past/,"SNES, Wii, Wii U, New Nintendo 3DS, Nintendo Switch","Action, Metroidvania, Puzzle elements, Anime / Manga, Fantasy, Diagonal-down, Direct control, Regional differences",Nintendo EAD,"Nintendo Co., Ltd."
30129,World in Conflict,2007-09-18,8.48,https://www.mobygames.com/game/30129/world-in-conflict/,Windows,"Strategy / tactics, Real-time, War, Diagonal-down, Free camera, Point and select, Multiple units/characters control, Cold War, Regional differences",Massive Entertainment AB,"Sierra Entertainment, Inc., ak tronic Software & Services GmbH, Ubisoft Entertainment SA"
17098,Silent Hunter III,2005-03-14,8.47,https://www.mobygames.com/game/17098/silent-hunter-iii/,Windows,"Action, Simulation, Strategy / tactics, 1st-person, Historical events, Real-time, Naval / watercraft, 3rd-person (Other), Vehicular combat, World War II, Regional differences",Ubisoft SRL,"rondomedia Marketing & Vertriebs GmbH, S.A.D. Software Vertriebs- und Produktions GmbH, 1C Company, Ubisoft Entertainment SA"
38055,Left 4 Dead,2008-11-17,8.46,https://www.mobygames.com/game/38055/left-4-dead/,"Windows, Xbox 360, Macintosh","Action, 1st-person, Shooter, Horror, Survival, Direct control, Contemporary, North America, Regional differences","Valve South, Valve Corporation","Valve Corporation, Russell Co., Ltd., ZOO Corporation, Akella"
32910,Professor Layton and the Curious Village,2007-02-15,8.45,https://www.mobygames.com/game/32910/professor-layton-and-the-curious-village/,Nintendo DS,"1st-person, Detective / mystery, Puzzle, 3rd-person (Other), 2D scrolling, Fixed / flip-screen, Point and select, Europe, Steampunk, Regional differences",Level-5 Inc.,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH, Level-5 Inc."
590,System Shock 2,1999-08-11,8.45,https://www.mobygames.com/game/590/system-shock-2/,"Linux, Windows, Macintosh","Action, 1st-person, Shooter, Cyberpunk / dark sci-fi, Horror, Stealth, RPG elements, Direct control, Regional differences","Irrational Games LLC, Looking Glass Studios, Inc.","Electronic Arts, Inc., Rainbow Products Limited, Night Dive Studios, LLC"
4267,The Legend of Zelda: Link's Awakening,1993-06-06,8.45,https://www.mobygames.com/game/4267/the-legend-of-zelda-links-awakening/,Game Boy,"Action, Side view, Metroidvania, Puzzle elements, Fantasy, Diagonal-down, 2D scrolling, Direct control, Regional differences",Nintendo EAD,"Nintendo Co., Ltd."
6692,Super Mario RPG: Legend of the Seven Stars,1996-03-08,8.44,https://www.mobygames.com/game/6692/super-mario-rpg-legend-of-the-seven-stars/,"SNES, Wii, Wii U","Action, Isometric, Role-playing (RPG), Anime / Manga, Turn-based, Diagonal-down, Japanese-style RPG (JRPG), Regional differences","Square Co., Ltd.","Nintendo Co., Ltd."
45449,Heavy Rain,2010-02-18,8.43,https://www.mobygames.com/game/45449/heavy-rain/,"Windows, PlayStation 3, PlayStation 4","Adventure, Sci-fi / futuristic, Detective / mystery, Romance, 3rd-person (Other), Cinematic camera, North America, Quick Time Events (QTEs), Regional differences",Quantic Dream SA,"Sony Computer Entertainment Inc., Sony Interactive Entertainment Europe Ltd., Sony Computer Entertainment Europe Ltd., Quantic Dream SA, Sony Computer Entertainment America Inc., Sony Computer Entertainment America LLC"
51693,L.A. Noire,2011-05-17,8.43,https://www.mobygames.com/game/51693/la-noire/,"Windows, Xbox 360, PlayStation 3","Action, Adventure, Racing / Driving, Puzzle elements, Detective / mystery, 3rd-person (Other), Behind view, Automobile, Regional differences",Team Bondi Pty. Ltd.,"ak tronic Software & Services GmbH, Rockstar Games, Inc."
16373,Resident Evil 4,2005-10-25,8.42,https://www.mobygames.com/game/16373/resident-evil-4/,"Windows, PlayStation 2, Xbox 360, PlayStation 3, Wii, Wii U, PlayStation 4, Xbox One, Nintendo Switch","Action, Shooter, Puzzle elements, Horror, Survival horror, Behind view, Europe, Quick Time Events (QTEs), Regional differences",Capcom Production Studio 4,"Noviy Disk, ak tronic Software & Services GmbH, Capcom Co., Ltd., Ubisoft Entertainment SA, Just For Games SAS"
6619,Super Castlevania IV,1991-10-31,8.42,https://www.mobygames.com/game/6619/super-castlevania-iv/,"SNES, Wii, Wii U, New Nintendo 3DS","Action, Side view, Platform, Fantasy, Horror, 2D scrolling, Regional differences","Konami Co., Ltd.","Konami Deutschland GmbH, Konami Corporation, Konami Digital Entertainment GmbH, Konami Digital Entertainment, Inc., Konami Co., Ltd., Konami, Inc."
30616,Portal,2007-10-10,8.41,https://www.mobygames.com/game/30616/portal/,"Linux, Windows, Macintosh, Android","Action, 1st-person, Sci-fi / futuristic, Platform, Puzzle, Comedy, Direct control, Regional differences",Valve Corporation,"Buka Entertainment, CyberFront Corporation, Nvidia Tegra Partners, Valve Corporation"
7391,No One Lives Forever 2: A Spy in H.A.R.M.'s Way,2002-10-05,8.39,https://www.mobygames.com/game/7391/no-one-lives-forever-2-a-spy-in-harms-way/,"Windows, Macintosh","Action, 1st-person, Sci-fi / futuristic, Shooter, Off-roading, Spy / espionage, Stealth, Comedy, RPG elements, Direct control, Asia, Cold War, Europe, North America, Regional differences, Snowmobile","Monolith Productions, Inc.","MacPlay, Fox Interactive, Inc., Sierra Entertainment, Inc., Wendros AB, Imagineer Co., Ltd."
6645,Secret of Mana,1993-08-06,8.39,https://www.mobygames.com/game/6645/secret-of-mana/,"SNES, Wii, iPhone, Android, Wii U, iPad, DoJa, BREW","Role-playing (RPG), Anime / Manga, Fantasy, Diagonal-down, Action RPG, Regional differences","Square Co., Ltd.","Square Enix Co., Ltd., Square Enix Ltd, Square Co., Ltd., Square Enix Co., Ltd., Square Soft, Inc., Square Enix, Inc."
2617,The Operative: No One Lives Forever,2000-11-09,8.38,https://www.mobygames.com/game/2617/the-operative-no-one-lives-forever/,"Windows, Macintosh","Action, 1st-person, Sci-fi / futuristic, Motorcycle, Shooter, Off-roading, Spy / espionage, Stealth, Comedy, Direct control, Africa, Cold War, Europe, Regional differences, Snowmobile","Monolith Productions, Inc.","MacPlay, CyberFront Corporation, Fox Interactive, Inc."
712,Baldur's Gate,1998-12-21,8.38,https://www.mobygames.com/game/712/baldurs-gate/,"Windows, Macintosh","Real-time, Isometric, Role-playing (RPG), Fantasy, Licensed, Diagonal-down, Free camera, Point and select, Multiple units/characters control, Regional differences",BioWare Corporation,"Graphsim Entertainment Inc., Virgin Interactive Entertainment (Europe) Ltd., Atari, Inc., SEGA Enterprises Ltd., Interplay Productions, Inc."
98429,Contra,1988-02-09,8.37,https://www.mobygames.com/game/98429/contra/,"NES, Arcade","Action, Sci-fi / futuristic, Side view, Platform, Shooter, Behind view, 2D scrolling, Direct control, South America, Regional differences","Konami Co., Ltd., Konami Industry Co. Ltd.","Konami Industry Co. Ltd., Nintendo of America Inc., Konami Co., Ltd., Konami, Inc."
7626,Grand Theft Auto: Vice City,2002-10-29,8.37,https://www.mobygames.com/game/7626/grand-theft-auto-vice-city/,"Windows, PlayStation 2, Macintosh, PlayStation 3, iPhone, Android, iPad, PlayStation 4","Action, Racing / Driving, Shooter, Crime, Behind view, Sandbox / open world, Direct control, Automobile, Street racing, Contemporary, Regional differences",Rockstar North Ltd.,"ak tronic Software & Services GmbH, Capcom Co., Ltd., Rockstar Games, Inc., Cenega Poland Sp. z o.o., 1C Company, Cenega Czech s.r.o."
3564,Silent Hill,1999-01-31,8.37,https://www.mobygames.com/game/3564/silent-hill/,"PlayStation, PSP, PlayStation 3, PS Vita","Action, Puzzle elements, Horror, Survival horror, 3rd-person (Other), Behind view, Cinematic camera, Contemporary, North America, Regional differences",Team Silent,"Konami Digital Entertainment, Inc., Konami Co., Ltd., Konami of Europe GmbH, Konami of America, Inc., Konami Digital Entertainment GmbH"
12472,Unreal Tournament 2004,2004-03-16,8.37,https://www.mobygames.com/game/12472/unreal-tournament-2004/,"Linux, Windows, Macintosh","Action, 1st-person, Sci-fi / futuristic, Shooter, Behind view, Direct control, Regional differences","Digital Extremes London, Epic Games, Inc.","MacSoft, ak tronic Software & Services GmbH, Epic Games, Inc., Atari, Inc., Mastertronic Games Ltd."
239,Fallout 2,1998-10-29,8.36,https://www.mobygames.com/game/239/fallout-2/,"Windows, Macintosh, Windows Apps","Sci-fi / futuristic, Real-time, Role-playing (RPG), Post-apocalyptic, Turn-based, Diagonal-down, Point and select, Regional differences",Black Isle Studios,"Sold Out Sales & Marketing Ltd., Interplay Productions, Inc., Interplay Entertainment Corp., Bethesda Softworks LLC, 1C Company, MacPlay"
5202,Final Fantasy III,1994-04-02,8.36,https://www.mobygames.com/game/5202/final-fantasy-iii/,"Windows, PlayStation, Game Boy Advance, SNES, PSP, PlayStation 3, Wii, iPhone, Android, iPad, PS Vita, Wii U, Fire OS","Sci-fi / futuristic, Real-time, Role-playing (RPG), Anime / Manga, Fantasy, Turn-based, Diagonal-down, 2D scrolling, Japanese-style RPG (JRPG), Direct control, Menu structures, Steampunk, Regional differences","Square Enix Co., Ltd., Square Co., Ltd.","Square Co., Ltd., Nintendo of America Inc., Sony Computer Entertainment America LLC, Square Soft, Inc., Square Enix Co., Ltd., Square Enix Limited, Square Enix, Inc., Square Enix Co., Ltd., Nintendo of Europe GmbH, Sony Computer Entertainment Europe Ltd."
20448,Animal Crossing: Wild World,2005-11-23,8.35,https://www.mobygames.com/game/20448/animal-crossing-wild-world/,"Nintendo DS, Wii U","Simulation, Meditative / Zen, Persistent, Diagonal-down, Life / social simulation, Point and select, Direct control, Regional differences",Nintendo EAD,"Nintendo Co., Ltd."
30655,Team Fortress 2,2007-10-10,8.35,https://www.mobygames.com/game/30655/team-fortress-2/,"Linux, Windows, Macintosh","Action, 1st-person, Shooter, Comedy, Direct control, Regional differences, Gambling elements",Valve Corporation,"Buka Entertainment, Valve Corporation, CyberFront Corporation"
70317,Dragon Age: Inquisition,2014-11-18,8.34,https://www.mobygames.com/game/70317/dragon-age-inquisition/,"Windows, Xbox 360, PlayStation 3, PlayStation 4, Xbox One, Xbox Cloud Gaming","Role-playing (RPG), Fantasy, Behind view, Action RPG, Multiple units/characters control, Regional differences",BioWare Edmonton,"Electronic Arts, Inc., ak tronic Software & Services GmbH"
47849,Professor Layton and the Unwound Future,2008-11-27,8.34,https://www.mobygames.com/game/47849/professor-layton-and-the-unwound-future/,Nintendo DS,"1st-person, Sci-fi / futuristic, Detective / mystery, Puzzle, Point and select, Europe, Regional differences",Level-5 Inc.,"Level-5 Inc., Nintendo of America Inc., Nintendo of Europe GmbH, Nintendo Australia Pty., Ltd."
19724,World Soccer: Winning Eleven 9,2005-10-19,8.33,https://www.mobygames.com/game/19724/world-soccer-winning-eleven-9/,"Windows, PlayStation 2, Xbox, PSP","Sports, Managerial / business simulation, Football (European) / Soccer, Diagonal-down, 2D scrolling, Direct control, Regional differences","Konami Computer Entertainment Tokyo, Inc., Konami Digital Entertainment Co., Ltd.","Konami Digital Entertainment, Inc., Konami Scandinavia, Konami of Europe GmbH"
3676,Soul Blade,1996-12-20,8.32,https://www.mobygames.com/game/3676/soul-blade/,"PlayStation, Arcade","Action, Arcade, Side view, Martial arts, Fighting, Fantasy, 2D scrolling, Regional differences",Project Soul,"Namco Limited, Namco Hometek Inc., Sony Computer Entertainment Europe Ltd."
4052,Skies of Arcadia,2000-10-05,8.32,https://www.mobygames.com/game/4052/skies-of-arcadia/,Dreamcast,"Role-playing (RPG), Anime / Manga, Turn-based, Diagonal-down, Japanese-style RPG (JRPG), Steampunk, Regional differences",Overworks,"SEGA Corporation, SEGA of America, Inc."
6590,Super Mario Kart,1992-08-27,8.32,https://www.mobygames.com/game/6590/super-mario-kart/,"SNES, Wii, Wii U, New Nintendo 3DS, Nintendo Switch","Racing / Driving, Arcade, Fantasy, Behind view, Direct control, Automobile, Track racing, Regional differences",Nintendo EAD,"Nintendo Co., Ltd."
97559,Wolfenstein II: The New Colossus,2017-10-26,8.32,https://www.mobygames.com/game/97559/wolfenstein-ii-the-new-colossus/,"Windows, PlayStation 4, Xbox One, Nintendo Switch, Windows Apps","Action, 1st-person, Shooter, Fantasy, North America, Regional differences",ZeniMax Sweden AB,Bethesda Softworks LLC
4126,Jet Grind Radio,2000-06-29,8.31,https://www.mobygames.com/game/4126/jet-grind-radio/,"Windows, Dreamcast, Xbox 360, PlayStation 3, iPhone, Android, iPad, PS Vita","Action, Cyberpunk / dark sci-fi, Tricks / stunts, Crime, Behind view, Direct control, Asia, Quick Time Events (QTEs), Regional differences",Smilebit,"SEGA Corporation, SEGA of America, Inc."
43382,Call of Duty: Modern Warfare 2,2009-11-10,8.3,https://www.mobygames.com/game/43382/call-of-duty-modern-warfare-2/,"Windows, Xbox 360, Macintosh, PlayStation 3","Action, 1st-person, Shooter, War, Direct control, Contemporary, South America, Quick Time Events (QTEs), Regional differences","Infinity Ward, Inc.","1C Company, Activision Publishing, Inc., ak tronic Software & Services GmbH, Aspyr Media, Inc., Square Enix Co., Ltd."
19242,Tom Clancy's Rainbow Six 3: Black Arrow,2004-08-05,8.3,https://www.mobygames.com/game/19242/tom-clancys-rainbow-six-3-black-arrow/,Xbox,"Action, Simulation, 1st-person, Shooter, Licensed, 3rd-person (Other), Regional differences","Ubisoft Entertainment Inc., Ubisoft Studios SRL",Ubisoft Entertainment SA
20150,Call of Duty 2,2005-10-25,8.3,https://www.mobygames.com/game/20150/call-of-duty-2/,"Windows, Xbox 360, Macintosh","Action, 1st-person, Historical events, Shooter, Tank, War, Direct control, World War II, Regional differences","Infinity Ward, Inc.","ak tronic Software & Services GmbH, Konami Digital Entertainment Co., Ltd., Activision Publishing, Inc., Aspyr Media, Inc., 1C Company"
7190,Mafia,2002-08-28,8.3,https://www.mobygames.com/game/7190/mafia/,"Windows, PlayStation 2, Xbox","Action, Racing / Driving, 1st-person, Arcade, Shooter, Crime, Behind view, Vehicle simulator, Automobile, Interwar, Regional differences","Illusion Softworks, a.s.","Take-Two Interactive Software, Inc., ak tronic Software & Services GmbH, Gathering, Gathering of Developers, Inc., Mastertronic Games Ltd., 2K Games, Inc., Cenega Poland Sp. z o.o., 1C Company"
6653,Contra Hard Corps,1994-09-15,8.29,https://www.mobygames.com/game/6653/contra-hard-corps/,"Genesis, Nintendo Switch","Action, Sci-fi / futuristic, Arcade, Side view, Platform, Shooter, 2D scrolling, Regional differences","Konami Co., Ltd.","Konami Digital Entertainment, Inc., Konami Co., Ltd., Konami Deutschland GmbH, Konami (America), Inc."
4529,Max Payne,2001-07-25,8.29,https://www.mobygames.com/game/4529/max-payne/,"Windows, PlayStation 2, Xbox, Xbox 360, Macintosh, PlayStation 3, iPhone, Android, iPad, PlayStation 4, Xbox Series, Xbox One","Action, Shooter, Thriller, Behind view, Contemporary, North America, Regional differences",Remedy Entertainment Oy,"Take-Two Interactive Software, Inc., Rockstar Games, Inc., 1C Company, 1C-SoftClub, Electronic Arts, Inc., Gathering of Developers, Inc., Feral Interactive Ltd."
27484,Command & Conquer 3: Tiberium Wars,2007-03-26,8.29,https://www.mobygames.com/game/27484/command-conquer-3-tiberium-wars/,"Windows, Xbox 360, Macintosh, Xbox One","Strategy / tactics, Sci-fi / futuristic, Real-time, War, Diagonal-down, Free camera, Point and select, Multiple units/characters control, Europe, Middle East, North America, Oceania, South America, Regional differences, Real-time strategy (RTS)",Electronic Arts Los Angeles,"ak tronic Software & Services GmbH, Electronic Arts, Inc."
